  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      551        4.088        3.980            0      327.970       70.493       93.218
      552        4.525        4.050            0      327.681       76.600       80.199
      553        4.307        4.123            0      342.586       77.063       92.324
      554        4.228        3.881            0      319.103       72.014       95.982
      555        4.074        4.048            0      321.991       94.828       94.494
      556        4.132        3.978            0      324.779       86.804       89.913
      557        4.114        3.874            0      323.879       69.197       95.435
      558        4.144        3.926            0      323.115       51.354       97.228
      559        4.199        3.933            0      322.626       51.798       91.749
      560        4.468        3.866            0      322.869       84.301       86.497
      561        4.452        3.827            0      313.986       83.213       92.599
      562        4.700        3.878            0      325.456      100.806       91.066
      563        4.475        4.063            0      323.546       92.102       95.325
      564        4.491        4.023            0      328.042       80.967       89.096
      565        4.297        4.008            0      327.867       68.959       93.170
      566        4.494        4.131            0      335.586      112.198       96.341
      567        4.622        4.016            0      327.573       78.966       82.818
      568        4.376        4.062            0      329.236      127.936       90.000
      569        4.575        3.716            0      308.514       61.880       86.614
      570        4.214        3.833            0      323.470       62.521       86.608
      571        4.753        3.860            0      320.323       53.742       73.262
      572        4.320        3.911            0      323.270       98.677       93.998
      573        4.334        3.932            0      324.663       68.256       84.098
      574        4.434        3.959            0      320.612       98.052       83.137
      575        4.463        4.018            0      318.182       82.188       92.350
      576        4.500        3.968            0      313.171       98.773       91.774
      577        4.186        3.811            0      323.653       71.930       88.455
      578        4.417        3.845            0      324.547       77.288       93.474
      579        4.763        4.021            0      322.680       78.149       81.737
      580        4.260        4.148            0      334.911      104.933       93.084
      581        4.270        3.945            0      322.267       67.530       96.857
      582        4.287        4.016            0      331.517       71.803       96.681
      583        4.354        3.885            0      320.564       68.946       92.757
      584        4.371        3.912            0      321.240       55.453       95.458
      585        4.090        3.959            0      327.583       59.072       94.468
      586        4.283        3.838            0      320.673       51.247       94.428
      587        4.270        3.873            0      321.823       72.047       93.565
      588        4.206        3.797            0      322.774       69.083       72.420
      589        4.003        4.147            0      328.785       76.756       96.986
      590        4.287        3.953            0      326.206       82.882       94.001
      591        4.214        3.948            0      326.828       86.914       96.506
      592        4.415        3.997            0      324.302      110.270       90.078
      593        4.380        3.941            0      325.314      122.334       94.965
      594        4.121        4.013            0      328.217       97.536       95.477
      595        4.167        4.185            0      340.301       67.720       97.407
      596        4.426        3.880            0      313.314       79.762       93.628
      597        4.672        3.823            0      312.110       47.006       93.974
      598        4.272        3.892            0      320.045       68.028       92.432
      599        4.603        4.170            0      323.120       83.218       96.155
      600        4.596        3.816            0      316.635       50.186       92.075
      601        4.614        3.977            0      333.444       96.807       59.568
      602        4.471        3.727            0      313.962       54.907       98.898
      603        4.591        3.746            0      316.777       72.477       88.518
      604        4.773        3.727            0      311.717       45.457       85.586
      605        4.550        3.977            0      316.514       82.867       94.373
      606        4.498        3.931            0      322.316       77.589       96.207
      607        4.675        3.761            0      316.527       55.019       91.866
      608        4.653        3.913            0      323.930       64.450       84.220
      609        4.617        3.757            0      318.806       58.443       65.998
      610        4.851        3.857            0      319.145       55.144       81.417
      611        4.631        3.800            0      320.365       71.386       77.541
      612        4.624        3.931            0      330.279       83.721       85.036
      613        5.067        3.829            0      312.973       54.399       78.513
      614        4.957        3.874            0      316.302       69.710       76.924
      615        4.860        3.690            0      313.954       46.020       70.684
      616        5.026        3.728            0      307.091       76.063       75.986
      617        4.702        4.127            0      320.726       78.051       94.382
      618        4.658        3.816            0      318.324      113.707       73.630
      619        4.941        3.803            0      317.267      105.714       70.423
      620        4.822        3.837            0      316.519       55.625       92.468
      621        4.868        3.752            0      317.453       58.839       75.218
      622        4.801        3.767            0      309.911       52.964       78.987
      623        4.813        3.798            0      312.166       56.324       78.131
      624        4.845        3.793            0      319.601       65.599       78.105
      625        4.696        3.608            0      307.396       53.145       83.257
      626        4.748        3.914            0      323.899       74.055       65.766
      627        4.527        3.950            0      327.661       99.616       66.035
      628        4.764        3.798            0      315.171       59.859       81.588
      629        4.845        3.796            0      316.540       69.795       82.538
      630        4.607        3.732            0      311.905       70.269       88.621
      631        4.586        3.847            0      314.992      104.974       94.323
      632        4.444        3.948            0      322.336       87.419       90.495
      633        4.680        3.864            0      320.704       62.868       87.148
      634        4.736        3.693            0      311.552       74.273       76.514
      635        4.327        3.853            0      320.575       60.127       90.449
      636        4.502        3.899            0      320.665       75.696       95.352
      637        4.428        3.877            0      326.415       64.719       93.361
      638        4.585        3.761            0      315.455       72.880       93.514
      639        4.753        3.865            0      321.566       64.378       73.811
      640        4.050        3.925            0      320.468      108.379       95.171
      641        4.585        3.823            0      315.117       98.144       88.327
      642        4.225        3.896            0      323.817       85.774       94.350
      643        4.182        3.935            0      324.449       52.227       96.169
      644        4.060        3.846            0      319.856       53.255       90.135
      645        4.443        3.843            0      320.281       67.328       89.140
      646        4.029        3.835            0      319.302       68.910       91.320
      647        4.260        3.904            0      328.824       65.533       90.716
      648        4.069        4.036            0      329.675       58.037       94.691
      649        3.399        4.415            0      339.238       53.559       91.389
      650        3.963        4.001            0      333.103       53.354       92.650
      651        4.490        3.898            0      323.384       44.259       87.559
      652        4.218        3.896            0      323.400       61.484       83.692
      653        3.640        4.239            0      335.108       45.376       89.083
      654        4.412        3.731            0      316.560       71.863       86.793
      655        4.304        3.833            0      319.347       35.617       96.624
      656        4.189        3.780            0      319.434       64.810       71.849
      657        4.159        3.947            0      330.101       56.994       92.588
      658        4.359        3.897            0      323.940       62.280       93.947
      659        4.749        3.865            0      323.175       53.101       86.091
      660        4.699        3.894            0      318.101      100.573       83.732
      661        4.713        4.028            0      334.329       93.817       85.234
      662        4.848        4.012            0      331.477      119.703       79.624
      663        4.956        3.873            0      314.009       73.461       90.651
      664        4.116        3.878            0      319.276       53.654       95.102
      665        4.043        3.918            0      323.312       53.300       88.130
      666        3.902        4.058            0      333.341       41.259       92.933
      667        4.858        3.857            0      315.623       78.929       86.729
      668        4.173        3.824            0      316.005       39.990       95.072
      669        4.278        3.811            0      322.346       56.245       86.539
      670        4.247        3.865            0      326.464       49.207       86.154
      671        4.029        3.964            0      323.948       72.100       91.922
      672        4.322        3.856            0      322.000       47.253       93.637
      673        3.763        4.260            0      340.813       74.857       95.009
      674        4.289        4.062            0      317.998       71.490       91.478
      675        4.159        4.047            0      333.813       99.935       97.711
      676        3.866        3.938            0      325.977       53.924       90.682
      677        4.337        3.869            0      325.318       67.400       83.902
      678        4.781        3.745            0      315.266       52.822       70.641
      679        4.203        3.846            0      321.479       36.632       90.662
      680        4.436        3.902            0      325.307       47.159       95.652
      681        5.043        3.726            0      310.188       56.896       71.413
      682        4.829        3.765            0      318.611       82.811       74.847
      683        4.674        3.981            0      325.819       99.068       90.861
      684        4.426        3.910            0      323.814       87.745       96.450
      685        4.847        3.923            0      317.029       91.663       89.455
      686        4.177        3.859            0      322.659       64.789       88.806
      687        4.141        3.861            0      325.367       74.943       87.201
      688        4.215        3.866            0      323.862       45.087       91.459
      689        4.050        3.886            0      323.908       54.025       93.217
      690        3.915        4.027            0      336.106       70.016       92.942
      691        4.236        3.753            0      319.208       59.446       81.206
      692        4.058        3.989            0      327.868       37.928       96.892
      693        3.967        3.945            0      325.597       61.623       89.259
      694        4.128        3.903            0      324.957       53.119       90.398
      695        4.024        4.005            0      330.960       58.979       90.583
      696        4.049        4.051            0      326.088       37.692       94.988
      697        4.016        3.888            0      323.096       44.719       94.394
      698        4.002        3.944            0      326.325       59.088       95.045
      699        4.356        3.836            0      326.349       44.816       88.157
      700        4.318        3.790            0      318.544       53.142       95.267
      701        4.296        3.704            0      315.860       32.493       94.608
      702        4.399        3.814            0      323.373       40.321       89.867
      703        4.185        3.937            0      327.862       38.886       95.427
      704        4.350        3.798            0      313.951       21.196       92.417
      705        4.106        4.023            0      329.140       46.348       98.203
      706        4.245        4.012            0      335.608       49.414       90.798
      707        4.365        3.795            0      320.523       31.932       91.739
      708        4.404        3.801            0      323.088       32.581       93.988
      709        4.323        3.842            0      322.679       33.025       88.049
      710        4.174        3.936            0      327.740       42.705       94.769
      711        4.237        3.822            0      322.062       31.974       94.165
      712        4.490        3.753            0      316.480       34.764       91.665
      713        4.378        3.901            0      326.729       37.197       76.421
      714        3.997        4.149            0      337.227       45.366       86.409
      715        4.046        4.011            0      328.866       34.287       93.873
      716        4.363        3.939            0      323.331       51.258       95.429
      717        4.500        3.689            0      314.781       43.690       80.670
      718        4.703        4.020            0      321.116       95.619       90.953
      719        4.641        3.766            0      317.070       54.732       85.294
      720        4.328        3.717            0      316.452       48.282       82.394
      721        4.225        3.976            0      334.653       50.991       77.441
      722        4.361        3.811            0      322.599       59.035       67.097
      723        4.047        4.044            0      329.289       45.146       94.996
      724        4.322        3.924            0      327.810       47.246       69.664
      725        4.758        3.929            0      314.135       74.090       85.423
      726        4.764        3.741            0      308.661       43.547       92.760
      727        4.219        3.826            0      318.426       91.144       93.436
      728        4.200        3.680            0      312.707       57.407       76.561
      729        4.551        3.807            0      311.528       43.984       96.582
      730        4.211        3.909            0      327.132       43.800       92.951
      731        4.308        3.887            0      327.161       66.238       94.712
      732        4.237        3.846            0      320.957       47.575       95.145
      733        4.780        3.725            0      312.316       59.328       78.196
      734        4.219        3.886            0      322.252       41.741       94.827
      735        4.237        3.880            0      321.591       41.065       91.854
      736        4.501        3.818            0      320.988       43.884       97.808
      737        4.730        3.750            0      320.448       40.959       75.513
      738        4.360        3.837            0      314.156       49.415       96.020
      739        4.298        3.878            0      324.768       46.590       94.271
      740        4.328        3.849            0      322.132       47.315       93.253
      741        4.292        3.830            0      316.653       33.700       95.242
      742        4.144        3.939            0      331.015       50.377       93.050
      743        4.244        3.862            0      326.768       27.045       94.446
      744        4.036        3.945            0      322.179       33.715       93.891
      745        4.354        3.880            0      327.409       39.865       70.478
      746        4.467        3.823            0      323.110       40.199       81.808
      747        4.497        3.841            0      319.583       36.091       89.179
      748        4.614        3.839            0      313.213       49.057       92.642
      749        4.323        3.854            0      321.560       44.857       95.110
      750        4.358        4.013            0      318.600       53.380       98.638
      751        4.356        4.042            0      329.347       42.538       95.387
      752        4.424        4.028            0      329.909       67.188       91.737
      753        4.347        3.840            0      321.510       50.163       93.240
      754        4.245        3.899            0      325.511       59.267       96.527
      755        4.380        3.900            0      328.002       39.823       92.985
      756        4.467        3.813            0      318.000       26.829       93.462
      757        4.159        3.861            0      321.413       32.827       93.512
      758        4.621        3.757            0      319.372       23.093       78.865
      759        4.121        3.853            0      319.708       47.767       90.302
      760        4.928        3.884            0      316.355       33.189       90.874
      761        4.773        3.808            0      311.251       35.318       82.711
      762        4.884        3.815            0      315.368       33.677       84.797
      763        4.187        4.005            0      326.964       60.494       95.465
      764        4.407        3.920            0      331.002       67.613       88.348
      765        4.308        3.974            0      327.947       67.449       98.252
      766        4.081        4.113            0      337.034       48.498      100.375
      767        4.488        3.821            0      322.463       76.870       74.268
      768        4.520        3.748            0      316.066       48.014       77.310
      769        4.914        3.718            0      307.340       33.738       72.408
      770        4.694        3.779            0      318.774       48.077       70.174
      771        4.580        3.912            0      323.878       63.368       83.033
      772        4.471        3.671            0      315.845       52.489       85.658
      773        4.672        3.800            0      318.217       33.066       72.586
      774        4.593        3.948            0      325.135       65.722       55.764
      775        4.670        3.828            0      314.509       58.517       66.754
      776        4.489        4.015            0      323.347       91.377       72.520
      777        4.636        3.898            0      312.777       81.734       89.923
      778        4.712        3.800            0      323.006       45.313       57.794
      779        4.830        3.886            0      314.945       49.830       83.714
      780        4.309        3.830            0      319.366       63.333       93.936
      781        4.280        3.933            0      324.408       60.941       94.847
      782        4.438        3.902            0      322.182       71.542       92.822
      783        4.423        3.826            0      323.526       62.519       73.602
      784        4.733        3.806            0      322.911       84.547       76.537
      785        4.452        3.805            0      316.727       59.204       57.420
      786        4.758        3.762            0      311.053       63.761       74.632
      787        4.485        3.702            0      316.061       66.281       85.833
      788        4.392        3.830            0      320.096       73.257       92.519
      789        4.384        3.757            0      311.100       52.887       96.216
      790        3.867        4.265            0      335.282       45.028       99.097
      791        3.693        4.248            0      331.101       63.016       86.116
      792        3.897        4.053            0      325.229       30.249       91.466
      793        4.019        3.909            0      320.419       62.100       91.545
      794        4.070        3.938            0      321.519       50.756       92.540
      795        3.908        4.009            0      330.236       60.766       91.134
      796        4.025        3.986            0      322.742       52.710       90.447
      797        4.032        3.913            0      319.553       59.944       92.757
      798        3.242        4.526            0      337.132       68.724       93.811
      799        3.944        4.079            0      327.207       55.716       85.768
      800        3.791        4.285            0      334.530       77.712       65.032
      801        3.832        4.150            0      332.294       50.916       71.762
      802        3.805        4.240            0      338.426       58.297       91.107
      803        3.868        4.115            0      326.015       36.313       72.112
      804        3.678        4.285            0      330.506       54.345       88.109
      805        4.321        3.880            0      319.210       77.458       90.566
      806        3.787        4.052            0      332.834       48.721       94.156
      807        4.336        3.822            0      323.209       65.010       88.067
      808        4.642        3.687            0      313.287       96.230       83.214
      809        4.304        3.804            0      315.085       60.723       91.975
      810        4.357        4.001            0      331.211      100.895       73.020
      811        4.188        3.884            0      317.721       56.117       96.477
      812        4.143        3.944            0      323.388       57.197       92.419
      813        4.681        3.807            0      313.848      111.864       76.169
      814        4.160        4.013            0      325.713      120.584       94.617
      815        4.455        3.843            0      323.933       82.989       77.925
      816        4.595        3.883            0      319.263       96.970       89.674
      817        4.587        3.878            0      320.710       71.973       92.594
      818        4.636        3.832            0      324.493      106.461       77.295
      819        4.699        3.845            0      322.842      105.017       87.093
      820        4.719        3.736            0      313.121       95.865       89.522
      821        4.420        4.046            0      333.496       98.942       92.217
      822        4.593        3.800            0      314.605       70.057       91.141
      823        4.498        3.737            0      314.152       82.105       95.054
      824        4.496        3.963            0      321.219       84.010       92.167
      825        4.340        3.877            0      320.993       70.074       94.504
      826        4.194        4.017            0      328.096       80.443       95.101
      827        4.531        3.992            0      327.785      104.917       92.456
      828        4.724        3.734            0      310.839       97.097       76.710
      829        4.737        3.802            0      313.030       92.002       88.122
      830        4.734        3.677            0      309.630       99.167       53.454
      831        4.493        3.801            0      320.665       82.342       54.435
      832        3.965        4.033            0      325.773       76.659       96.817
      833        4.593        3.793            0      317.574       78.448       70.606
      834        4.635        3.823            0      325.193       99.582       62.398
      835        4.802        3.663            0      307.644       74.057       63.692
      836        4.517        3.806            0      314.573       60.933       94.512
      837        4.683        4.012            0      324.874      106.896       97.219
      838        4.662        3.988            0      331.392       87.591       69.044
      839        4.704        3.853            0      320.625       90.236       64.754
      840        4.740        3.818            0      322.375       70.777       64.606
      841        4.524        4.035            0      324.432       76.740       95.836
      842        4.532        3.924            0      319.558       81.877       85.096
      843        4.607        3.820            0      321.402       63.367       88.991
      844        4.581        3.863            0      323.140       91.248       84.673
      845        4.631        3.822            0      313.140       67.039       94.547
      846        4.481        3.799            0      311.812       93.460       91.757
      847        4.867        3.891            0      318.642      122.543       72.541
      848        4.553        3.871            0      313.720       84.009       65.692
      849        4.527        4.035            0      325.806       98.533       82.044
      850        3.870        4.149            0      332.665       86.611       82.770
      851        4.161        3.910            0      327.047       61.561       80.807
      852        3.993        4.099            0      334.914       65.191       94.385
      853        4.154        3.822            0      320.404       54.224       72.438
      854        4.042        4.160            0      335.694       64.991       80.865
      855        4.177        3.925            0      323.185       70.982       95.767
      856        3.971        3.862            0      322.516       72.645       69.669
      857        4.628        3.556            0      307.813       91.487       63.239
      858        3.985        4.192            0      336.940       89.607       67.378
      859        4.681        3.810            0      320.969      108.070       72.991
      860        4.278        3.970            0      336.091       93.100       52.534
      861        4.449        3.846            0      320.046       64.407       90.095
      862        4.798        3.834            0      317.095       63.013       79.796
      863        4.722        3.797            0      310.870       51.981       86.960
      864        4.613        3.682            0      312.951       90.287       72.584
      865        4.864        3.751            0      308.487       55.127       74.508
      866        5.048        3.788            0      312.906       73.915       75.095
      867        4.582        3.789            0      315.034       67.285       93.322
      868        4.848        4.022            0      321.351       87.071       83.162
      869        4.628        3.798            0      318.782       71.095       80.792
      870        4.260        3.716            0      310.437       66.124       94.779
      871        4.783        3.849            0      313.986       87.639       91.035
      872        4.855        3.745            0      312.607       58.152       61.914
      873        4.149        3.851            0      324.732       59.959       94.602
      874        3.697        3.987            0      316.530       54.363       91.139
      875        4.122        3.869            0      326.229       57.130       77.486
      876        3.656        4.040            0      324.422       52.304       86.738
      877        3.465        4.009            0      320.893       36.529       82.972
      878        3.345        4.434            0      337.759       76.130       96.750
      879        3.768        4.089            0      330.291       60.485       79.698
      880        4.149        4.031            0      329.998       69.952       78.258
      881        4.015        4.096            0      336.154       59.678       83.456
      882        3.780        4.109            0      330.984       45.136       86.432
      883        3.672        4.142            0      327.050       48.752       97.257
      884        4.191        3.920            0      325.789       35.439       78.074
      885        4.251        3.910            0      326.962       43.121       73.601
      886        4.171        4.040            0      333.814       43.626       84.725
      887        4.291        3.898            0      322.879       45.735       97.728
      888        4.284        3.882            0      318.506       34.194       93.722
      889        3.676        4.154            0      333.285       42.335       95.277
      890        4.622        3.780            0      322.678       55.218       69.236
      891        4.150        3.828            0      323.917       65.851       72.164
      892        3.862        4.068            0      333.490       79.653       81.286
      893        4.766        3.750            0      310.427       69.553       76.196
      894        4.395        4.043            0      344.084       89.872       63.538
      895        4.391        3.777            0      321.887       54.402       63.271
      896        4.600        3.812            0      321.083       64.352       90.948
      897        4.725        3.774            0      316.106       75.233       72.089
      898        4.713        3.713            0      307.036       66.842       91.772
      899        4.882        3.805            0      311.121       56.939       82.175
      900        4.928        3.736            0      311.799       58.484       71.002
      901        4.607        3.837            0      323.576       65.856       90.214
      902        4.484        3.846            0      321.707       66.743       80.369
      903        4.864        3.801            0      320.041       77.435       74.904
      904        4.428        3.585            0      305.902       70.030       66.279
      905        4.756        3.668            0      309.856       74.177       69.871
      906        4.764        3.859            0      323.278       74.676       84.759
      907        4.537        4.023            0      321.630       83.948       95.098
      908        4.369        3.917            0      324.641       88.377       78.501
      909        4.632        3.804            0      315.956       66.657       65.022
      910        4.743        3.834            0      310.939       57.321       77.267
      911        4.512        3.748            0      311.369       54.450       89.244
      912        4.735        3.810            0      314.744       51.969       81.001
      913        4.942        3.759            0      316.197       53.475       69.868
      914        4.761        3.823            0      320.617       92.745       64.321
      915        4.669        3.891            0      322.151       82.511       64.397
      916        4.461        3.766            0      319.854       79.551       85.763
      917        4.714        3.903            0      325.347       78.735       84.262
      918        4.918        3.777            0      312.611       77.340       73.750
      919        4.915        3.914            0      319.279       55.486       80.026
      920        4.862        3.850            0      318.396       54.387       63.639
      921        4.781        3.824            0      318.738       43.085       65.346
      922        3.989        4.049            0      330.897       69.214       92.454
      923        4.148        3.939            0      326.878       55.102       90.996
      924        4.167        3.885            0      326.033       54.588       90.229
      925        4.149        3.942            0      325.965       40.756       96.496
      926        4.169        3.996            0      330.214       62.185       93.268
      927        4.322        3.844            0      319.777       49.662       93.539
      928        4.241        3.796            0      315.997       59.076       91.729
      929        4.389        3.779            0      323.797       62.317       83.060
      930        4.084        3.882            0      321.950       52.937       95.793
      931        4.733        3.928            0      325.054       62.529       93.070
      932        3.941        4.012            0      331.482       36.591       93.133
      933        4.225        3.888            0      322.950       35.544       91.393
      934        5.073        3.805            0      304.530       80.582       84.614
      935        5.008        3.704            0      306.844       62.174       73.138
      936        4.936        3.728            0      313.384       62.780       64.574
      937        3.862        4.067            0      334.911       77.866       89.772
      938        4.326        3.893            0      333.716       52.630       87.464
      939        4.494        3.783            0      323.418       64.450       71.661
      940        4.353        3.928            0      330.086       51.587       80.418
      941        4.454        3.904            0      330.774       43.961       81.106
      942        4.396        3.817            0      323.813       43.126       79.918
      943        4.704        3.749            0      317.142       59.407       74.006
      944        4.604        3.785            0      324.603       76.361       67.113
      945        4.658        3.739            0      322.050       48.856       72.362
      946        4.421        3.901            0      327.056       84.677       79.906
      947        4.654        3.839            0      327.857       71.893       66.487
      948        4.762        4.022            0      317.239      150.322       84.463
      949        4.719        3.837            0      318.603       85.978       75.385
      950        4.417        3.841            0      327.821       76.544       56.325
      951        4.597        3.822            0      328.544       74.377       68.558
      952        4.558        4.043            0      331.622      101.941       68.530
      953        4.816        3.761            0      314.940       84.263       74.534
      954        4.654        3.956            0      324.096       99.465       67.025
      955        4.876        3.586            0      309.552       80.563       47.520
      956        4.435        3.785            0      328.518       80.092       62.514
      957        4.407        4.108            0      330.048       89.764       75.318
      958        4.858        3.642            0      308.843       74.426       71.527
      959        5.036        3.831            0      320.289       87.795       71.464
      960        4.365        4.005            0      320.298      101.073       67.079
      961        4.565        4.038            0      334.512      116.145       85.018
      962        4.850        4.122            0      317.343       89.156       86.606
      963        4.472        4.194            0      335.563       60.585       96.483
      964        4.787        4.133            0      323.037       36.961       98.375
      965        4.279        4.317            0      333.083       80.730       98.847
      966        4.371        4.113            0      323.101       31.837       96.446
      967        4.543        4.153            0      329.627       31.168       97.151
      968        4.432        4.222            0      324.811       36.196       97.930
      969        4.648        4.147            0      326.391       72.791      100.313
      970        4.543        4.195            0      316.561       47.892      100.448
      971        4.418        4.143            0      322.217       45.239       96.140
      972        4.132        4.365            0      336.174       70.705       97.629
      973        4.566        4.141            0      322.636       54.090       97.891
      974        4.789        4.132            0      328.856       43.257       94.570
      975        4.709        4.103            0      318.858       45.748       97.427
      976        4.758        4.098            0      318.326       41.699       99.202
      977        4.531        4.223            0      327.112       66.264       96.811
      978        4.721        4.049            0      320.006       53.474       91.372
      979        4.538        4.202            0      324.742       56.858       97.444
      980        4.533        4.134            0      326.623       65.611       95.889
      981        4.546        4.167            0      325.742       49.212       96.417
      982        4.493        4.246            0      336.088       45.588       97.313
      983        4.525        4.094            0      321.089       54.219       93.321
      984        4.454        4.145            0      315.537       43.442       97.267
      985        4.004        4.568            0      338.678       94.290       95.287
      986        4.046        4.558            0      337.219       89.570      101.175
      987        4.422        4.050            0      319.268       46.815       91.320
      988        4.795        4.037            0      315.424       91.108       95.040
      989        4.459        4.103            0      319.905       79.673       90.808
      990        4.872        3.773            0      310.576       85.787       90.234
      991        5.121        3.775            0      309.199       90.024       83.531
      992        4.964        3.687            0      310.901       76.094       89.308
      993        4.998        3.748            0      306.844       81.267       89.865
      994        4.647        3.683            0      306.510       42.494       93.369
      995        4.698        3.761            0      313.325       50.133       91.148
      996        4.764        3.699            0      312.058       57.812       88.765
      997        4.780        3.763            0      316.778       67.532       90.510
      998        4.739        3.869            0      314.424       64.163       94.553
      999        4.829        3.920            0      317.875       70.521       84.265
     1000        4.940        3.845            0      307.745       84.702       85.620
